Localite,Homme,Femme,Total
CR.  DJIBANAR,5998,6040,12039
CR.  KAOUR,2793,2668,5461
CR.  MANGAROUNGOU SANTO,7183,7066,14250
CR.  SIMBADI BALANTE,12428,12124,24552
CR.  YARANG BALANTE,7175,6870,14044
