Localite,Homme,Femme,Total
CR.  DENDEYE GOUYE GUI,3154,2917,6071
CR.  DAROU SALAM  TYP,3278,2966,6243
CR.  KAEL,3146,2974,6120
CR.  MADINA,3359,3006,6365
CR.  N’DIOUMANE  T. THIEKENE,2586,2187,4774
CR.  TOUBA  M’BOUL,6198,5285,11483
CR.  DAROU NAHIM,1474,1192,2666
CR.  TAIBA TIECKENE,1023,942,1965
