Localite,Homme,Femme,Total
CR.  DALLA N’GABOU,5383,4340,9723
CR.  MISSIRAH,4187,3690,7877
CR.  N’GHAYE,2713,2652,5366
CR.  TOUBA FALL ,3739,3174,6912
CR.  TOUBA MOSQUEE,396913,454754,851668
