Localite,Homme,Femme,Total
CR.  KELLE GUEYE,5210,5457,10667
CR.  MBEDIENE,6809,6343,13152
CR.  NGUIDILE,9776,11059,20834
CR.  NIOMRE,7853,8872,16724
