Localite,Homme,Femme,Total
CR.  DENDEYE GOUYE GUI,3575,3307,6882
CR.  DAROU SALAM  TYP,3715,3362,7077
CR.  KAEL,3566,3371,6937
CR.  MADINA,3807,3408,7215
CR.  N’DIOUMANE  T. THIEKENE,2932,2480,5412
CR.  TOUBA  M’BOUL,7026,5991,13017
CR.  DAROU NAHIM,1671,1351,3022
CR.  TAIBA TIECKENE,1159,1068,2227
