Localite,Homme,Femme,Total
CR.  DIOULACOLON,13458,13971,27430
CR.  MEDINA  EL HADJI,7681,7897,15578
CR.  TANKANTO ESCALE,10089,10077,20166
CR.  GUIRO YERO BOCAR,10248,10314,20561
