Localite,Homme,Femme,Total
CR.  BAGADADJI,10236,10074,20310
CR.  COUMBACARA,6896,6496,13393
CR.  MAMPATIM,10184,10172,20356
CR.  DIALAMBERE,8982,8601,17583
CR.  MEDINA CHERIF,8886,8196,17082
