Localite,Homme,Femme,Total
CR.  DIAOULE,7483,7851,15335
CR.  MBELACADIAO,9777,9933,19710
CR.  NDIOB,11574,11609,23182
CR.  THIARE  NDIALGUI,12905,12843,25747
