Localite,Homme,Femme,Total
CA. THIAROYE /MER,32019,32492,64512
CA. DIACK SAO,25456,24127,49583
CA. DIAMAGUENE/SICAP M’BAO ,80765,76333,157098
CA. THIAROYE GARE,15434,14923,30358
CA. M’BAO,58658,59086,117745
