Localite,Homme,Femme,Total
CA. PIKINE OUEST,32510,32963,65473
CA. PIKINE EST,20542,20197,40739
CA. PIKINE SUD,29259,29468,58726
CA. DALIFORD,19778,18408,38186
CA. DJIDAH THIAROYE KAO,61727,59984,121711
CA. GUINAW RAIL NORD,19411,18323,37734
CA. GUINAW RAIL SUD,25978,24060,50038
