Localite,Homme,Femme,Total
CA. YEUMBEUL NORD,106851,104528,211379
CA. YEUMBEUL SUD,61994,59722,121716
CA. MALIKA,20130,20206,40335
CA. KEUR MASSAR,126731,126419,253150
