Localite,Homme,Femme,Total
CR.  DJILOR,10578,10461,21039
CR.  DIOSSONG,12142,12767,24908
CR.  DIAGANE BARKA,5017,5393,10410
CR.  MBAM,5215,5406,10621
CR.  NIASSENE,8480,8916,17396
