Localite,Homme,Femme,Total
CR.  KANENE NDIOB,5961,5995,11955
CR.  LORO,5333,5234,10567
CR.  SAGATTA GUETH,9951,9275,19228
CR.  THIOLOM FALL,15311,15736,31048
CR.  NGOURANE OUOLOF,5993,6378,12371
