Localite,Homme,Femme,Total
CR.  BADEGNE OUOLOF,10181,10166,20348
CR.  DIOKOUL DIAWRIGNE,10088,10254,20341
CR.  KAB GAYE,7259,7203,14462
CR.  NDANDE,14327,16443,30771
CR.  THIEPPE,9862,9326,19189
