Localite,Homme,Femme,Total
CR.  BALINGORE,3425,3202,6627
CR.  DIEGOUNE,4589,4468,9057
CR.  KARTHIACK,4842,4730,9572
CR.  MANGAGOULACK,5218,5004,10222
CR.  MLOMP,1887,1809,3696
