Localite,Homme,Femme,Total
CA. GRAND YOFF,113751,113015,226765
CA. PATTE D’OIE,24602,25647,50249
CA. PARCELLES ASSAINIES,98763,96213,194976
CA. CAMBERENE,32134,31946,64080
