Localite,Homme,Femme,Total
CR.  KOUTHIA GAYDI,5922,5508,11430
CR.  KOUTHIABA WOLOF,10836,10023,20859
CR.  PASS KOTO,6882,6426,13309
CR.  PAYAR,11149,9973,21122
