Localite,Homme,Femme,Total
CR.  FIMELA,18859,19095,37954
CR.  LOUL-SESSENE,15535,15065,30600
CR.  PALMARIN FACAO,7939,6087,14026
CR.  DJILASSE,7481,7116,14597
