Localite,Homme,Femme,Total
CA. GRAND DAKAR,24901,22111,47012
CA. BISCUITERIE,36759,31788,68547
CA. HLM,18889,20237,39126
CA. HANN/ BEL AIR ,33997,33965,67961
CA. SICAP LIBERTE,22295,24869,47164
CA. DIEUPPEUL DERKLE,17874,19043,36917
