Localite,Homme,Femme,Total
CR.  DJILOR,12087,11953,24040
CR.  DIOSSONG,13873,14588,28461
CR.  DIAGANE BARKA,5732,6162,11894
CR.  MBAM,5959,6177,12136
CR.  NIASSENE,9690,10188,19877
