Localite,Homme,Femme,Total
CA. GRAND YOFF,129225,128388,257612
CA. PATTE D’OIE,27949,29135,57085
CA. PARCELLES ASSAINIES,112197,109301,221499
CA. CAMBERENE,36505,36292,72797
