Localite,Homme,Femme,Total
CR.  KEUR MABA DIAKHOU,18182,17912,36093
CR.  NDRAME ESCALE,13326,13754,27080
CR.  WACK NGOUNA,24036,24635,48671
CR.  K. MANDONGO,6047,6287,12334
