Localite,Homme,Femme,Total
CR.  DOUGUE,4113,4230,8343
CR.  BOYNGUEL BAMBA,6514,6812,13326
CR.  KOUSSAN,4334,4523,8856
CR.  SINTHIOU MAMADOU BOUBOU,7925,7821,15745
