Localite,Homme,Femme,Total
CR.  BANI   ISRAEL,2827,3144,5971
CR.  BOUTOUCOUFARA,3212,3156,6369
CR.  DIANKE MAKHA,3870,4024,7894
CR.  KOMOTI,4546,4802,9347
