Localite,Homme,Femme,Total
CR.  DALLA N’GABOU,5219,4207,9426
CR.  MISSIRAH,4059,3577,7636
CR.  N’GHAYE,2631,2571,5202
CR.  TOUBA FALL ,3625,3077,6702
CR.  TOUBA MOSQUEE,384812,440889,825701
