Localite,Homme,Femme,Total
CR.  KEUR S.DIANE,19220,19557,38777
CR.  KEUR  SAMBA GUEYE,16859,17284,34144
CR.  NIORO ALASSANE TALL,22800,24279,47080
CR.  TOUBACOUTA,25427,25313,50740
