Localite,Homme,Femme,Total
CR.  N’DIEYENE SIRAKH,16496,16189,32684
CR.  N’GOUNDIANE,13477,13306,26783
CR.  THIENABA,13026,13298,26324
CR.  TOUBA TOUL,24153,24352,48506
