Localite,Homme,Femme,Total
CR.  BANI   ISRAEL,2730,3036,5765
CR.  BOUTOUCOUFARA,3102,3047,6149
CR.  DIANKE MAKHA,3736,3885,7622
CR.  KOMOTI,4389,4636,9024
