Localite,Homme,Femme,Total
CR.  COKI,19496,15714,35210
CR.  PETE OUARACK,3146,3586,6732
CR.  THIAMENE CAYOR,12255,11655,23910
CR.  GUET ARDO,6213,5805,12018
