Localite,Homme,Femme,Total
CR.  BADEGNE OUOLOF,10751,10735,21486
CR.  DIOKOUL DIAWRIGNE,10652,10828,21479
CR.  KAB GAYE,7665,7606,15271
CR.  NDANDE,15129,17362,32492
CR.  THIEPPE,10414,9848,20262
