Localite,Homme,Femme,Total
CR.  KELLE GUEYE,5985,6270,12254
CR.  MBEDIENE,7822,7287,15109
CR.  NGUIDILE,11231,12705,23936
CR.  NIOMRE,9022,10192,19214
