Localite,Homme,Femme,Total
CR.  DIAOULE,8915,9353,18270
CR.  MBELACADIAO,11649,11834,23483
CR.  NDIOB,13789,13830,27619
CR.  THIARE  NDIALGUI,15375,15301,30675
