Localite,Homme,Femme,Total
CR.  N’DIEYENE SIRAKH,16052,15753,31805
CR.  N’GOUNDIANE,13115,12948,26063
CR.  THIENABA,12676,12941,25616
CR.  TOUBA TOUL,23504,23697,47201
