Localite,Homme,Femme,Total
CR.  CHERIF LÖ,9567,9247,18813
CR.  MONT- ROLLAND,7201,7714,14915
CR.  NOTTO GOUYE DIAMA,11377,11663,23039
CR.  PIRE GOUREYE,12448,12242,24690
CR. PAMBAL,4235,4568,8803
