Localite,Homme,Femme,Total
CR.  KOUTHIA GAYDI,6823,6346,13168
CR.  KOUTHIABA WOLOF,12483,11546,24030
CR.  PASS KOTO,7929,7403,15332
CR.  PAYAR,12844,11489,24332
