Localite,Homme,Femme,Total
CR.  DIOULACOLON,10181,10570,20751
CR.  MEDINA  EL HADJI,5811,5974,11785
CR.  TANKANTO ESCALE,7633,7623,15256
CR.  GUIRO YERO BOCAR,7753,7803,15555
