Localite,Homme,Femme,Total
CR.  M’BAYENE,4618,4709,9327
CR.  N’GANDIOUF,13394,12875,26269
CR.  NIAKHENE,4481,4430,8911
CR.  THILMAKHA,5935,5782,11717
