Localite,Homme,Femme,Total
CA. THIAROYE /MER,33749,34248,67997
CA. DIACK SAO,26831,25430,52262
CA. DIAMAGUENE/SICAP M’BAO ,85129,80457,165586
CA. THIAROYE GARE,16268,15730,31998
CA. M’BAO,61828,62279,124107
