Localite,Homme,Femme,Total
CA.  GOLF SUD,61131,64012,125143
CA.  SAM  NOTAIRE,52871,53726,106598
CA.  N’DIAREME LIMAMOULAYE,23808,23853,47663
CA.  WAKHINANE NIMZATT,60281,61306,121587
CA.  MEDINA GOUNASS,23342,22411,45753
