Localite,Homme,Femme,Total
CR.  DAROU MINAM II,10990,9520,20510
CR.  N’DIOUM  N’GAINTH,5737,5421,11158
CR.  KHELCOM,2163,133,2297
CR.  NDIOBENE SAMBA LAMO,3962,3513,7475
