Localite,Homme,Femme,Total
CA. GOREE,861,975,1836
CA. PLATEAU,19605,18341,37946
CA. MEDINA,48981,40636,89617
CA. COLOBANE/FASS/GUEULE TAPEE,30136,27001,57137
CA. FANN/POINT E/ AMITIE,10217,10379,20596
