Localite,Homme,Femme,Total
CR.  DJILOR,12509,12371,24880
CR.  DIOSSONG,14358,15098,29456
CR.  DIAGANE BARKA,5933,6377,12310
CR.  MBAM,6167,6393,12560
CR.  NIASSENE,10028,10544,20572
