Localite,Homme,Femme,Total
CR.  BAGADADJI,10909,10737,21647
CR.  COUMBACARA,7350,6924,14274
CR.  MAMPATIM,10855,10841,21696
CR.  DIALAMBERE,9573,9167,18740
CR.  MEDINA CHERIF,9471,8736,18206
