Localite,Homme,Femme,Total
CR.  GAINTE KAYE,17965,17312,35276
CR.  PAOSKOTO,9908,10825,20734
CR.  POROKHANE,21046,21225,42271
CR.  TAÏBA NIASSENE,17858,17358,35216
CR. DABALY,7032,6950,13982
CR. DAROU SALAM,16259,17464,33723
