Localite,Homme,Femme,Total
CR.  BOULAL,7723,7719,15443
CR.  DEALI,11933,9939,21872
CR.  SAGATTA DJOLOF,6451,6702,13153
CR.  THIAMENE DJOLOF,11614,11590,23205
CR.  AFFE DJOLOFF,3483,3614,7098
