Localite,Homme,Femme,Total
CR.  DAROU MINAM II,7966,6900,14866
CR.  N’DIOUM  N’GAINTH,4158,3929,8087
CR.  KHELCOM,1568,97,1665
CR.  NDIOBENE SAMBA LAMO,2872,2546,5418
