Localite,Homme,Femme,Total
CR.  GAINTE KAYE,19099,18405,37503
CR.  PAOSKOTO,10534,11509,22043
CR.  POROKHANE,22374,22565,44939
CR.  TAÏBA NIASSENE,18985,18454,37439
CR. DABALY,7476,7389,14865
CR. DAROU SALAM,17285,18566,35851
