Localite,Homme,Femme,Total
CA. PIKINE OUEST,35963,36465,72427
CA. PIKINE EST,22724,22342,45067
CA. PIKINE SUD,32367,32598,64964
CA. DALIFORD,21879,20363,42242
CA. DJIDAH THIAROYE KAO,68284,66355,134639
CA. GUINAW RAIL NORD,21473,20269,41742
CA. GUINAW RAIL SUD,28737,26616,55353
