Localite,Homme,Femme,Total
CR.  BALINGORE,3655,3417,7071
CR.  DIEGOUNE,4897,4767,9664
CR.  KARTHIACK,5166,5047,10213
CR.  MANGAGOULACK,5568,5339,10907
CR.  MLOMP,2014,1930,3944
