Localite,Homme,Femme,Total
CR. KHELCOM BIRAME,7305,7337,14642
CR.  GAGNICK,5126,4846,9972
CR.  NGUELOU,5461,5317,10779
CR.  OUROUR,6389,6113,12501
CR.  DARA MBOSS,2639,2623,5261
CR.  PANAL OUOLOF,3903,3893,7796
