Localite,Homme,Femme,Total
CR.  DAROU MINAM II,9539,8263,17802
CR.  N’DIOUM  N’GAINTH,4979,4705,9684
CR.  KHELCOM,1878,116,1994
CR.  NDIOBENE SAMBA LAMO,3439,3049,6488
