Localite,Homme,Femme,Total
CA. GOREE,989,1120,2109
CA. PLATEAU,22515,21063,43578
CA. MEDINA,56251,46667,102918
CA. COLOBANE/FASS/GUEULE TAPEE,34609,31009,65617
CA. FANN/POINT E/ AMITIE,11733,11919,23653
