Localite,Homme,Femme,Total
CR.  DIOKOUL M’BELBOUCK,14706,15418,30124
CR.  KATHIOTE,19319,21583,40902
CR.  MEDINATOUL SALAM 2,12791,12786,25578
CR.  DIAMAGADIO,10946,13047,23993
