Localite,Homme,Femme,Total
CR.  DJIBANAR,6203,6246,12449
CR.  KAOUR,2888,2759,5648
CR.  MANGAROUNGOU SANTO,7428,7307,14736
CR.  SIMBADI BALANTE,12852,12538,25390
CR.  YARANG BALANTE,7420,7104,14523
