Localite,Homme,Femme,Total
CR.  DANKH  SENE,5978,5981,11958
CR.  GADE ESCALE,2060,1964,4023
CR.  N’DINDY,9116,8513,17629
CR.  KEUR N’GALGOU,4561,4398,8958
CR.  TAIBA MOUTOUPHA,6405,6488,12892
CR. TOUBA LAPPE,2091,2028,4119
