Localite,Homme,Femme,Total
CA. YEUMBEUL NORD,101260,99058,200318
CA. YEUMBEUL SUD,58750,56597,115347
CA. MALIKA,19076,19149,38225
CA. KEUR MASSAR,120100,119805,239904
