Localite,Homme,Femme,Total
CR.  N’DOULO,6252,6272,12524
CR.  N’GOHE,15307,15814,31121
CR.  PATAR,9007,8591,17599
CR.  TOCKY GARE ,7859,7322,15180
CR.  TOURE M’BONDE ,6314,6459,12773
