Localite,Homme,Femme,Total
CR.  CHERIF LÖ,11853,11457,23310
CR.  MONT- ROLLAND,8922,9558,18480
CR.  NOTTO GOUYE DIAMA,14096,14450,28545
CR.  PIRE GOUREYE,15423,15168,30591
CR. PAMBAL,5248,5660,10907
