Localite,Homme,Femme,Total
CA. GOREE,912,1032,1944
CA. PLATEAU,20754,19415,40169
CA. MEDINA,51851,43017,94869
CA. COLOBANE/FASS/GUEULE TAPEE,31902,28583,60485
CA. FANN/POINT E/ AMITIE,10815,10987,21803
