Localite,Homme,Femme,Total
CR.  BONCONTO,7383,7033,14417
CR.  LINKERING,12128,11904,24033
CR.  MEDINA GOUNASS,33186,34747,67932
CR.  SINTHIANG  KOUNDARA,19099,18312,37410
