Localite,Homme,Femme,Total
CR.  M’BAYENE,5436,5543,10979
CR.  N’GANDIOUF,15766,15156,30922
CR.  NIAKHENE,5275,5215,10489
CR.  THILMAKHA,6987,6806,13792
