Localite,Homme,Femme,Total
CA. YEUMBEUL NORD,112500,110055,222555
CA. YEUMBEUL SUD,65272,62880,128152
CA. MALIKA,21194,21275,42468
CA. KEUR MASSAR,133432,133104,266535
