Localite,Homme,Femme,Total
CR.  GAINTE KAYE,15885,15307,31192
CR.  PAOSKOTO,8761,9572,18333
CR.  POROKHANE,18609,18768,37377
CR.  TAÏBA NIASSENE,15790,15348,31138
CR. DABALY,6218,6145,12363
CR. DAROU SALAM,14376,15441,29818
