Localite,Homme,Femme,Total
CR.  KEUR MABA DIAKHOU,15591,15359,30950
CR.  NDRAME ESCALE,11427,11794,23221
CR.  WACK NGOUNA,20611,21125,41735
CR.  K. MANDONGO,5185,5391,10577
